rec,card,era,flags,cfg,k,target,size,theta_unit,tier,occl,walking,stress,window_src,reliable,lcs,has_window,win_start_rel,win_end_rel,n_finals,n_obj_finals,n_acc,n_acc_e2,outcome_first,first_obj,first_lat_end,first_lat_start,first_lat_stare,first_share,first_capture,first_A,first_p_none,first_dur,outcome_any,any_correct,any_wrong,flip_wrong_then_correct,flip_correct_then_wrong,wrong_objs,first_e2,ungated_first,ungated_majority,ungated_majority_obj,ungated_majority_dur,gated_majority,gated_majority_obj,gated_majority_dur,best_target_capture,best_wrong_capture,best_target_share,best_wrong_share,dist_m
2026_08_16/000,e1,v7,,noocc,11,苹果,fruit(4-5cm),4.22,≥2.5°,clear,0,0,schedule,1,hit,1,110.28,116.1,4,4,3,3,correct,苹果,2.55,1.72,0.03,0.994,0.343,0.006,0.758,0.83,correct_only,1,0,0,0,,correct,correct,correct,苹果,3.8,correct,苹果,2.41,0.343,,1.0,,1.66
2026_08_16/000,e1,v7,,noocc,12,球R,ball(3cm),6.01,≥2.5°,clear,0,0,schedule,1,hit,1,117.26,123.17,1,1,0,0,none,,,,,,,,,,none,0,0,0,0,,none,correct,correct,球R,5.75,none,,,0.135,,1.0,,1.47
2026_08_16/001,e2,v7,stress,noocc,1,球L,ball(3cm),2.1,1.0–2.5°,occluded(front-capture),0,1,lcs_episode,0,hit,1,15.68,19.4,2,2,0,0,none,,,,,,,,,,none,0,0,0,0,,none,correct,correct,球L,2.55,none,,,0.187,,1.0,,3.17
2026_08_16/001,e2,v7,stress,noocc,2,球R,ball(3cm),1.56,1.0–2.5°,occluded(front-capture),0,1,lcs_episode,0,hit,1,32.06,40.2,6,6,6,6,wrong,球L,0.45,0.12,-0.05,0.826,1.096,0.056,0.694,0.32,mixed,1,1,1,0,球L,wrong,wrong,correct,球R,6.45,correct,球R,6.45,1.004,1.096,0.971,0.826,3.31
2026_08_16/001,e2,v7,stress,noocc,3,苹果,fruit(4-5cm),1.38,1.0–2.5°,occluded(front-capture),0,1,none,0,miss,0,,,,,,,unknown,,,,,,,,,,unknown,,,,,,,,,,,,,,,,,,
2026_08_16/001,e2,v7,stress,noocc,4,石榴,fruit(4-5cm),1.56,1.0–2.5°,occluded(front-capture),0,1,none,0,miss,0,,,,,,,unknown,,,,,,,,,,unknown,,,,,,,,,,,,,,,,,,
2026_08_16/001,e2,v7,stress,noocc,5,球M,ball(3cm),3.21,≥2.5°,occluded(front-capture),0,1,lcs_episode,0,hit,1,43.24,45.72,1,1,0,0,none,,,,,,,,,,none,0,0,0,0,,none,correct,correct,球M,1.68,none,,,0.008,,1.0,,3.61
2026_08_16/001,e2,v7,stress,noocc,6,香蕉,banana,1.38,1.0–2.5°,occluded(front-capture),0,1,none,0,miss,0,,,,,,,unknown,,,,,,,,,,unknown,,,,,,,,,,,,,,,,,,
2026_08_16/001,e2,v7,stress,noocc,7,苹果,fruit(4-5cm),1.38,1.0–2.5°,occluded(front-capture),0,1,none,0,miss,0,,,,,,,unknown,,,,,,,,,,unknown,,,,,,,,,,,,,,,,,,
2026_08_16/001,e2,v7,stress,noocc,8,石榴,fruit(4-5cm),1.56,1.0–2.5°,occluded(front-capture),0,1,none,0,miss,0,,,,,,,unknown,,,,,,,,,,unknown,,,,,,,,,,,,,,,,,,
2026_08_16/001,e2,v7,stress,noocc,9,香蕉,banana,1.38,1.0–2.5°,occluded(front-capture),0,1,none,0,miss,0,,,,,,,unknown,,,,,,,,,,unknown,,,,,,,,,,,,,,,,,,
2026_08_16/001,e2,v7,stress,noocc,10,球R,ball(3cm),1.56,1.0–2.5°,occluded(front-capture),0,1,lcs_episode,0,hit,1,59.99,66.81,2,2,2,2,correct,球R,2.78,0.5,2.28,0.759,0.575,0.233,0.876,2.27,correct_only,1,0,0,0,,correct,correct,correct,球R,5.8,correct,球R,5.8,0.575,,0.999,,3.33
2026_08_16/001,e2,v7,stress,noocc,11,球L,ball(3cm),2.1,1.0–2.5°,occluded(front-capture),0,1,lcs_episode,0,hit,1,66.7,74.18,3,3,1,1,correct,球L,7.18,4.91,6.68,0.819,0.491,0.071,0.862,2.27,correct_only,1,0,0,0,,correct,correct,correct,球L,6.23,correct,球L,2.27,0.491,,0.985,,3.28
2026_08_16/001,e2,v7,stress,noocc,12,球M,ball(3cm),3.21,≥2.5°,occluded(front-capture),0,1,lcs_episode,0,miss,1,92.73,95.86,3,2,1,1,correct,球M,2.83,2.4,2.33,1.0,0.304,0.0,0.967,0.43,correct_only,1,0,0,0,,correct,correct,correct,球M,0.7,correct,球M,0.43,0.304,,1.0,,4.14
2026_08_16/s1,s1,v7,,noocc,1,球R,ball(3cm),5.41,≥2.5°,clear,0,0,schedule,1,hit,1,16.77,22.45,3,3,3,3,correct,球R,2.93,-0.76,0.55,1.0,0.91,0.0,0.505,3.68,correct_only,1,0,0,0,,correct,correct,correct,球R,5.8,correct,球R,5.8,1.056,,1.0,,1.61
2026_08_16/s1,s1,v7,,noocc,2,球L,ball(3cm),5.02,≥2.5°,clear,0,0,schedule,1,hit,1,23.61,29.38,1,1,1,1,correct,球L,5.65,-0.85,3.18,1.0,1.012,0.0,0.25,6.5,correct_only,1,0,0,0,,correct,correct,correct,球L,6.5,correct,球L,6.5,1.012,,1.0,,1.53
2026_08_16/s1,s1,v7,,noocc,3,球M,ball(3cm),7.69,≥2.5°,clear,0,0,schedule,1,hit,1,30.54,36.34,2,2,2,2,correct,球M,1.86,1.05,-0.64,1.0,0.998,0.0,0.299,0.81,correct_only,1,0,0,0,,correct,correct,correct,球M,4.33,correct,球M,4.33,0.998,,1.0,,1.49
2026_08_16/s1,s1,v7,,noocc,4,球L,ball(3cm),5.02,≥2.5°,clear,0,0,schedule,1,hit,1,37.5,43.32,3,3,2,2,correct,球L,1.83,1.12,-0.69,1.0,0.746,0.0,0.447,0.7,correct_only,1,0,0,0,,correct,correct,correct,球L,3.85,correct,球L,3.85,0.988,0.132,1.0,0.608,1.54
2026_08_16/s1,s1,v7,,noocc,5,球M,ball(3cm),7.69,≥2.5°,clear,0,0,schedule,1,hit,1,44.48,50.18,1,1,1,1,correct,球M,5.38,-0.64,2.98,1.0,1.019,0.0,0.284,6.01,correct_only,1,0,0,0,,correct,correct,correct,球M,6.01,correct,球M,6.01,1.019,,1.0,,1.5
2026_08_16/s1,s1,v7,,noocc,6,球M,ball(3cm),7.69,≥2.5°,clear,0,0,schedule,1,hit,1,51.34,57.08,4,4,4,4,correct,球M,2.81,-0.71,0.37,1.0,1.006,0.0,0.293,3.52,correct_only,1,0,0,0,,correct,correct,correct,球M,5.69,correct,球M,5.69,1.089,,1.0,,1.49
2026_08_16/s1,s1,v7,,noocc,7,球R,ball(3cm),5.41,≥2.5°,clear,0,0,schedule,1,hit,1,58.24,63.97,2,2,2,2,correct,球R,2.71,-1.24,0.28,1.0,1.106,0.0,0.398,3.95,correct_only,1,0,0,0,,correct,correct,correct,球R,6.39,correct,球R,6.39,1.106,,1.0,,1.59
2026_08_16/s1,s1,v7,,noocc,8,球L,ball(3cm),5.02,≥2.5°,clear,0,0,schedule,1,hit,1,65.37,71.11,2,2,2,2,correct,球L,3.6,-0.19,1.16,1.0,0.745,0.0,0.477,3.79,correct_only,1,0,0,0,,correct,correct,correct,球L,5.2,correct,球L,5.2,0.933,,1.0,,1.56
2026_08_16/s1,s1,v7,,noocc,9,球L,ball(3cm),5.02,≥2.5°,clear,0,0,schedule,1,hit,1,72.27,78.0,1,1,1,1,correct,球L,5.21,-1.02,2.78,1.0,0.607,0.0,0.574,6.23,correct_only,1,0,0,0,,correct,correct,correct,球L,6.23,correct,球L,6.23,0.607,,1.0,,1.58
2026_08_16/s1,s1,v7,,noocc,10,球M,ball(3cm),7.69,≥2.5°,clear,0,0,schedule,1,hit,1,79.16,84.98,6,6,5,5,correct,球M,1.25,0.66,-1.27,1.0,0.573,0.0,0.606,0.6,correct_only,1,0,0,0,,correct,correct,correct,球M,3.85,correct,球M,3.57,1.07,,1.0,,1.56
2026_08_16/s1,s1,v7,,noocc,11,球R,ball(3cm),5.41,≥2.5°,clear,0,0,schedule,1,hit,1,86.14,92.08,1,1,1,1,correct,球R,5.41,1.51,2.77,1.0,0.463,0.0,0.748,3.9,correct_only,1,0,0,0,,correct,correct,correct,球R,3.9,correct,球R,3.9,0.463,,1.0,,1.6
2026_08_16/s1,s1,v7,,noocc,12,球M,ball(3cm),7.69,≥2.5°,clear,0,0,schedule,1,hit,1,93.24,99.18,2,2,2,2,correct,球M,4.42,-1.21,1.78,1.0,0.721,0.0,0.493,5.63,correct_only,1,0,0,0,,correct,correct,correct,球M,6.77,correct,球M,6.77,1.127,,1.0,,1.5
2026_08_16/s1,s1,v7,,noocc,13,球R,ball(3cm),5.41,≥2.5°,clear,0,0,schedule,1,hit,1,100.34,106.28,1,1,1,1,correct,球R,5.64,-1.08,3.0,1.0,0.996,0.0,0.458,6.72,correct_only,1,0,0,0,,correct,correct,correct,球R,6.72,correct,球R,6.72,0.996,,1.0,,1.61
2026_08_16/s1,s1,v7,,noocc,14,球R,ball(3cm),5.41,≥2.5°,clear,0,0,schedule,1,hit,1,107.44,113.4,3,3,2,2,correct,球R,3.92,-0.95,1.26,1.0,0.848,0.0,0.539,4.87,correct_only,1,0,0,0,,correct,correct,correct,球R,6.61,correct,球R,6.34,0.848,,1.0,,1.62
2026_08_16/s1,s1,v7,,noocc,15,球L,ball(3cm),5.02,≥2.5°,clear,0,0,schedule,1,hit,1,114.56,120.57,1,1,1,1,correct,球L,5.74,-0.97,3.03,1.0,0.535,0.0,0.624,6.72,correct_only,1,0,0,0,,correct,correct,correct,球L,6.72,correct,球L,6.72,0.535,,1.0,,1.59
2026_08_16/s2,s2,v7,,noocc,1,球M,ball(3cm),4.47,≥2.5°,clear,0,0,schedule,1,hit,1,18.18,23.88,1,1,1,1,correct,球M,5.74,2.11,3.34,1.0,0.868,0.0,0.677,3.63,correct_only,1,0,0,0,,correct,correct,correct,球M,3.63,correct,球M,3.63,0.868,,1.0,,2.35
2026_08_16/s2,s2,v7,,noocc,2,球R,ball(3cm),2.55,≥2.5°,clear,0,0,schedule,1,hit,1,25.04,30.76,2,2,2,2,correct,球R,2.98,-0.81,0.56,0.995,0.704,0.004,0.809,3.79,correct_only,1,0,0,0,,correct,correct,correct,球R,6.23,correct,球R,6.23,0.704,,0.996,,2.48
2026_08_16/s2,s2,v7,,noocc,3,球M,ball(3cm),4.47,≥2.5°,clear,0,0,schedule,1,hit,1,31.92,37.72,5,5,5,5,correct,球M,1.51,0.7,-0.99,1.0,1.126,0.0,0.581,0.81,correct_only,1,0,0,0,,correct,correct,correct,球M,4.28,correct,球M,4.28,1.224,,1.0,,2.45
2026_08_16/s2,s2,v7,,noocc,4,球R,ball(3cm),2.55,≥2.5°,clear,0,0,schedule,1,hit,1,38.88,44.65,3,3,3,3,correct,球R,3.41,-0.93,0.94,0.964,1.192,0.027,0.666,4.33,correct_only,1,0,0,0,,correct,correct,correct,球R,6.23,correct,球R,6.23,1.283,,0.987,,2.49
2026_08_16/s2,s2,v7,,noocc,5,球L,ball(3cm),2.85,≥2.5°,clear,0,0,schedule,1,hit,1,45.81,51.53,3,3,2,2,correct,球L,3.44,-0.89,1.02,0.789,0.952,0.085,0.535,4.33,correct_only,1,0,0,0,,correct,correct,correct,球L,5.8,correct,球L,5.8,0.962,0.178,0.825,0.856,2.43
2026_08_16/s2,s2,v7,,noocc,6,球R,ball(3cm),2.55,≥2.5°,clear,0,0,schedule,1,hit,1,52.69,58.39,2,2,2,2,correct,球R,4.39,-0.81,1.99,0.959,1.083,0.031,0.694,5.2,correct_only,1,0,0,0,,correct,correct,correct,球R,6.01,correct,球R,6.01,1.083,,0.959,,2.46
2026_08_16/s2,s2,v7,,noocc,7,球M,ball(3cm),4.47,≥2.5°,clear,0,0,schedule,1,hit,1,59.55,65.33,4,4,4,4,correct,球M,2.25,1.28,-0.23,1.0,1.325,0.0,0.507,0.97,mixed,1,1,1,1,香蕉,correct,correct,correct,球M,2.87,correct,球M,2.87,1.325,0.372,1.0,0.71,2.45
2026_08_16/s2,s2,v7,,noocc,8,球L,ball(3cm),2.85,≥2.5°,clear,0,0,schedule,1,hit,1,66.69,72.44,1,1,1,1,correct,球L,5.46,-0.39,3.01,0.853,1.058,0.053,0.539,5.85,correct_only,1,0,0,0,,correct,correct,correct,球L,5.85,correct,球L,5.85,1.058,,0.853,,2.47
2026_08_16/s2,s2,v7,,noocc,9,球R,ball(3cm),2.55,≥2.5°,clear,0,0,schedule,1,hit,1,73.6,79.28,1,1,1,1,correct,球R,5.49,2.89,3.11,0.991,1.028,0.007,0.736,2.6,correct_only,1,0,0,0,,correct,correct,correct,球R,2.6,correct,球R,2.6,1.028,,0.991,,2.55
2026_08_16/s2,s2,v7,,noocc,10,球R,ball(3cm),2.55,≥2.5°,clear,0,0,schedule,1,hit,1,80.44,86.23,3,3,3,3,correct,球R,2.77,-0.37,0.28,0.911,1.289,0.074,0.617,3.14,correct_only,1,0,0,0,,correct,correct,correct,球R,5.15,correct,球R,5.15,1.301,,0.966,,2.52
2026_08_16/s2,s2,v7,,noocc,11,球M,ball(3cm),4.47,≥2.5°,clear,0,0,schedule,1,hit,1,87.39,93.38,5,5,5,5,correct,球M,1.73,1.3,-0.96,1.0,1.246,0.0,0.571,0.43,correct_only,1,0,0,0,,correct,correct,correct,球M,3.52,correct,球M,3.52,1.306,,1.0,,2.39
2026_08_16/s2,s2,v7,,noocc,12,球L,ball(3cm),2.85,≥2.5°,clear,0,0,schedule,1,hit,1,94.54,100.51,3,3,3,3,correct,球L,3.72,-0.84,1.05,0.916,1.113,0.037,0.548,4.56,correct_only,1,0,0,0,,correct,correct,correct,球L,5.97,correct,球L,5.97,1.113,,0.916,,2.47
2026_08_16/s2,s2,v7,,noocc,13,球M,ball(3cm),4.47,≥2.5°,clear,0,0,schedule,1,hit,1,101.67,107.63,3,3,3,3,correct,球M,3.45,3.01,0.79,1.0,0.96,0.0,0.643,0.43,correct_only,1,0,0,0,,correct,correct,correct,球M,2.65,correct,球M,2.65,1.308,,1.0,,2.4
2026_08_16/s2,s2,v7,,noocc,14,球L,ball(3cm),2.85,≥2.5°,clear,0,0,schedule,1,hit,1,108.79,114.8,3,3,2,2,correct,球L,4.47,0.78,1.76,0.726,0.888,0.123,0.545,3.68,correct_only,1,0,0,0,,correct,correct,correct,球L,4.55,correct,球L,4.55,1.099,0.187,0.876,0.969,2.47
2026_08_16/s2,s2,v7,,noocc,15,球L,ball(3cm),2.85,≥2.5°,clear,0,0,schedule,1,hit,1,115.96,121.97,3,3,2,2,correct,球L,2.75,1.51,0.04,0.793,1.031,0.079,0.516,1.25,correct_only,1,0,0,0,,correct,correct,correct,球L,2.55,correct,球L,2.55,1.058,0.086,0.81,0.749,2.46
2026_08_16/s3,s3,v7,,noocc,1,球M,ball(3cm),3.19,≥2.5°,clear,0,0,schedule,1,hit,1,18.24,23.94,4,3,0,0,none,,,,,,,,,,none,0,0,0,0,,none,correct,correct,球M,1.95,none,,,0.067,,1.0,,3.5
2026_08_16/s3,s3,v7,,noocc,2,球L,ball(3cm),2.0,1.0–2.5°,clear,0,0,schedule,1,hit,1,25.1,30.88,2,2,2,2,correct,球L,2.69,-0.83,0.21,0.972,0.53,0.009,0.879,3.52,correct_only,1,0,0,0,,correct,correct,correct,球L,5.69,correct,球L,5.69,0.53,,0.992,,3.35
2026_08_16/s3,s3,v7,,noocc,3,球L,ball(3cm),2.0,1.0–2.5°,clear,0,0,schedule,1,hit,1,32.04,37.86,2,2,1,1,correct,球L,5.14,1.13,2.62,1.0,0.538,0.0,0.88,4.01,correct_only,1,0,0,0,,correct,correct,correct,球L,4.55,correct,球L,4.01,0.538,,1.0,,3.35
2026_08_16/s3,s3,v7,,noocc,4,球M,ball(3cm),3.19,≥2.5°,clear,0,0,schedule,1,hit,1,39.02,44.84,4,4,4,4,correct,球M,1.62,1.3,-0.9,0.972,0.683,0.009,0.855,0.32,correct_only,1,0,0,0,,correct,correct,correct,球M,2.17,correct,球M,2.17,0.95,,1.0,,3.91
2026_08_16/s3,s3,v7,,noocc,5,球R,ball(3cm),1.53,1.0–2.5°,clear,0,0,schedule,1,hit,1,46.0,51.67,1,1,1,1,correct,球R,5.49,-0.85,3.12,1.0,0.414,0.0,0.932,6.34,correct_only,1,0,0,0,,correct,correct,correct,球R,6.34,correct,球R,6.34,0.414,,1.0,,3.4
2026_08_16/s3,s3,v7,,noocc,6,球R,ball(3cm),1.53,1.0–2.5°,clear,0,0,schedule,1,hit,1,52.83,58.53,1,1,1,1,correct,球R,5.63,-0.82,3.23,0.996,0.497,0.002,0.918,6.45,correct_only,1,0,0,0,,correct,correct,correct,球R,6.45,correct,球R,6.45,0.497,,0.996,,3.39
2026_08_16/s3,s3,v7,,noocc,7,球L,ball(3cm),2.0,1.0–2.5°,clear,0,0,schedule,1,hit,1,59.69,65.49,4,4,3,3,correct,球L,3.94,2.59,1.44,0.956,0.648,0.014,0.849,1.35,correct_only,1,0,0,0,,correct,correct,correct,球L,2.54,correct,球L,2.54,1.181,0.106,0.956,0.779,3.34
2026_08_16/s3,s3,v7,,noocc,8,球L,ball(3cm),2.0,1.0–2.5°,clear,0,0,schedule,1,hit,1,66.69,72.43,1,1,1,1,correct,球L,5.56,-0.39,3.12,1.0,0.585,0.0,0.87,5.96,correct_only,1,0,0,0,,correct,correct,correct,球L,5.96,correct,球L,5.96,0.585,,1.0,,3.35
2026_08_16/s3,s3,v7,,noocc,9,球M,ball(3cm),3.19,≥2.5°,clear,0,0,schedule,1,hit,1,73.59,79.32,3,3,3,3,correct,球M,2.63,-0.99,0.2,0.978,1.298,0.007,0.726,3.63,correct_only,1,0,0,0,,correct,correct,correct,球M,6.39,correct,球M,6.39,1.375,,1.0,,3.4
2026_08_16/s3,s3,v7,,noocc,10,球R,ball(3cm),1.53,1.0–2.5°,clear,0,0,schedule,1,hit,1,80.48,86.27,3,3,2,2,wrong,球M,3.46,2.49,0.97,1.0,0.256,0.0,0.947,0.97,mixed,1,1,1,0,球M,wrong,wrong,wrong,球M,0.97,wrong,球M,0.97,1.138,0.418,0.807,1.0,3.4
2026_08_16/s3,s3,v7,,noocc,11,球L,ball(3cm),2.0,1.0–2.5°,clear,0,0,schedule,1,hit,1,87.43,93.42,2,2,2,2,correct,球L,4.43,0.69,1.74,0.91,0.986,0.027,0.759,3.74,correct_only,1,0,0,0,,correct,correct,correct,球L,5.04,correct,球L,5.04,0.986,,0.917,,3.35
2026_08_16/s3,s3,v7,,noocc,12,球M,ball(3cm),3.19,≥2.5°,clear,0,0,schedule,1,hit,1,94.58,100.52,2,2,1,1,correct,球M,2.66,1.79,0.02,1.0,0.761,0.0,0.917,0.87,correct_only,1,0,0,0,,correct,correct,correct,球M,1.95,correct,球M,0.87,0.761,,1.0,,4.0
2026_08_16/s3,s3,v7,,noocc,13,球R,ball(3cm),1.53,1.0–2.5°,clear,0,0,schedule,1,hit,1,101.68,107.62,2,2,1,1,correct,球R,5.02,-0.78,2.38,1.0,0.299,0.0,0.951,5.8,correct_only,1,0,0,0,,correct,correct,correct,球R,6.34,correct,球R,5.8,0.299,,1.0,,3.38
2026_08_16/s3,s3,v7,,noocc,14,球M,ball(3cm),3.19,≥2.5°,clear,0,0,schedule,1,hit,1,108.78,114.79,3,3,3,3,correct,球M,1.85,1.15,-0.86,1.0,0.266,0.0,0.95,0.7,mixed,1,1,1,1,球L,correct,correct,correct,球M,1.73,correct,球M,1.73,1.225,0.5,1.0,0.85,3.39
2026_08_16/s3,s3,v7,,noocc,15,球R,ball(3cm),1.53,1.0–2.5°,clear,0,0,schedule,1,hit,1,115.95,121.92,1,1,1,1,correct,球R,6.47,-0.63,3.8,0.931,0.86,0.055,0.849,7.1,correct_only,1,0,0,0,,correct,correct,correct,球R,7.1,correct,球R,7.1,0.86,,0.931,,3.38
2026_08_16/s4,s4,v8,,noocc,1,球L,ball(3cm),1.67,1.0–2.5°,clear,0,0,schedule,1,hit,1,15.68,21.4,2,2,0,0,none,,,,,,,,,,none,0,0,0,0,,none,correct,correct,球L,4.17,none,,,0.083,,1.0,,3.81
2026_08_16/s4,s4,v8,,noocc,2,球L,ball(3cm),1.67,1.0–2.5°,clear,0,0,schedule,1,hit,1,22.56,28.34,2,2,0,0,none,,,,,,,,,,none,0,0,0,0,,none,correct,correct,球L,6.12,none,,,0.077,,1.0,,3.83
2026_08_16/s4,s4,v8,,noocc,3,球M,ball(3cm),2.82,≥2.5°,clear,0,0,schedule,1,miss,1,29.5,35.29,6,5,4,4,wrong,球L,0.85,0.25,-1.64,0.882,0.805,0.042,0.812,0.6,mixed,1,1,1,0,球L,wrong,wrong,wrong,球L,1.62,correct,球M,1.19,0.556,0.805,0.994,1.0,3.8
2026_08_16/s4,s4,v8,,noocc,4,球R,ball(3cm),1.28,1.0–2.5°,clear,0,0,schedule,1,hit,1,36.45,42.22,5,4,0,0,none,,,,,,,,,,none,0,0,0,0,,none,wrong,correct,球R,7.53,none,,,0.047,0.018,1.0,1.0,3.85
2026_08_16/s4,s4,v8,,noocc,5,球R,ball(3cm),1.28,1.0–2.5°,clear,0,0,schedule,1,hit,1,43.38,49.06,3,2,0,0,none,,,,,,,,,,none,0,0,0,0,,none,correct,correct,球R,6.34,none,,,0.022,,1.0,,3.84
2026_08_16/s4,s4,v8,,noocc,6,球M,ball(3cm),2.82,≥2.5°,clear,0,0,schedule,1,hit,1,50.22,55.97,5,4,4,4,wrong,球R,1.26,0.67,-1.19,0.91,0.465,0.108,0.916,0.6,mixed,1,1,1,0,球R,wrong,wrong,correct,球M,1.14,correct,球M,1.14,0.596,0.465,0.986,0.91,3.87
2026_08_16/s4,s4,v8,,noocc,7,球M,ball(3cm),2.82,≥2.5°,clear,0,0,schedule,1,hit,1,57.13,62.9,4,4,3,3,correct,球M,1.75,1.48,-0.72,0.987,0.894,0.004,0.813,0.27,correct_only,1,0,0,0,,correct,correct,correct,球M,1.57,correct,球M,1.3,1.001,,1.0,,3.9
2026_08_16/s4,s4,v8,,noocc,8,球L,ball(3cm),1.67,1.0–2.5°,clear,0,0,schedule,1,hit,1,72.63,78.38,3,3,3,3,wrong,球M,0.46,0.05,-1.99,1.0,1.066,0.0,0.78,0.41,mixed,1,1,1,0,球M,wrong,wrong,correct,球L,2.04,correct,球L,2.04,1.069,1.066,0.94,1.0,3.79
2026_08_16/s4,s4,v8,,noocc,9,球R,ball(3cm),1.28,1.0–2.5°,clear,0,0,schedule,1,hit,1,79.54,85.21,4,4,3,3,wrong,球L,1.72,0.78,-0.65,0.933,0.337,0.024,0.926,0.94,mixed,1,1,1,0,球L,wrong,wrong,correct,球R,2.45,correct,球R,2.45,0.586,0.337,0.999,1.0,3.79
2026_08_16/s4,s4,v8,,noocc,10,球M,ball(3cm),2.82,≥2.5°,clear,0,0,schedule,1,miss,1,86.37,92.19,3,2,1,1,wrong,球R,2.18,1.83,-0.34,0.886,0.9,0.129,0.834,0.35,wrong_only,0,1,0,0,球R,wrong,wrong,wrong,球R,0.7,wrong,球R,0.35,,0.9,,1.0,3.8
2026_08_16/s4,s4,v8,,noocc,11,球R,ball(3cm),1.28,1.0–2.5°,clear,0,0,schedule,1,hit,1,93.35,99.29,3,3,3,3,wrong,球M,2.16,1.78,-0.48,0.739,0.813,0.111,0.773,0.39,mixed,1,1,1,0,球M,wrong,wrong,correct,球R,6.55,correct,球R,6.55,0.298,0.813,0.998,0.739,3.8
2026_08_16/s4,s4,v8,,noocc,12,球R,ball(3cm),1.28,1.0–2.5°,clear,0,0,schedule,1,hit,1,100.45,106.37,1,1,1,1,correct,球R,6.29,2.66,3.67,0.998,0.311,0.0,0.949,3.63,correct_only,1,0,0,0,,correct,correct,correct,球R,3.63,correct,球R,3.63,0.311,,0.998,,3.91
