rec,card,era,flags,cfg,k,target,size,theta_unit,tier,occl,walking,stress,window_src,reliable,lcs,has_window,win_start_rel,win_end_rel,n_finals,n_obj_finals,n_acc,n_acc_e2,outcome_first,first_obj,first_lat_end,first_lat_start,first_lat_stare,first_share,first_capture,first_A,first_p_none,first_dur,outcome_any,any_correct,any_wrong,flip_wrong_then_correct,flip_correct_then_wrong,wrong_objs,first_e2,ungated_first,ungated_majority,ungated_majority_obj,ungated_majority_dur,gated_majority,gated_majority_obj,gated_majority_dur,best_target_capture,best_wrong_capture,best_target_share,best_wrong_share,dist_m
2026_08_16/s1,s1,v7,,v1_priors_off,3,球M,ball(3cm),7.69,≥2.5°,clear,0,0,schedule,1,hit,1,30.54,36.34,2,2,2,2,correct,球M,1.86,1.05,-0.64,1.0,,,0.355,0.81,correct_only,1,0,0,0,,correct,correct,correct,球M,4.33,correct,球M,4.33,0.0,,1.0,,1.49
2026_08_16/s1,s1,v7,,v1_priors_off,4,球L,ball(3cm),5.02,≥2.5°,clear,0,0,schedule,1,hit,1,37.5,43.32,3,3,3,3,correct,球L,1.83,1.12,-0.69,0.767,,,0.366,0.7,mixed,1,1,1,1,香蕉,correct,correct,correct,球L,3.85,correct,球L,3.85,0.0,0.0,0.795,0.609,1.54
2026_08_16/s1,s1,v7,,v1_priors_off,5,球M,ball(3cm),7.69,≥2.5°,clear,0,0,schedule,1,hit,1,44.48,50.18,1,1,1,1,correct,球M,5.38,-0.64,2.98,1.0,,,0.337,6.01,correct_only,1,0,0,0,,correct,correct,correct,球M,6.01,correct,球M,6.01,0.0,,1.0,,1.5
2026_08_16/s1,s1,v7,,v1_priors_off,6,球M,ball(3cm),7.69,≥2.5°,clear,0,0,schedule,1,hit,1,51.34,57.08,4,4,4,4,correct,球M,2.81,-0.71,0.37,1.0,,,0.296,3.52,correct_only,1,0,0,0,,correct,correct,correct,球M,5.69,correct,球M,5.69,0.0,,1.0,,1.49
2026_08_16/s1,s1,v7,,v1_priors_off,7,球R,ball(3cm),5.41,≥2.5°,clear,0,0,schedule,1,hit,1,58.24,63.97,2,2,2,2,correct,球R,2.71,-1.24,0.28,0.992,,,0.327,3.95,correct_only,1,0,0,0,,correct,correct,correct,球R,6.39,correct,球R,6.39,0.0,,0.992,,1.59
2026_08_16/s1,s1,v7,,v1_priors_off,8,球L,ball(3cm),5.02,≥2.5°,clear,0,0,schedule,1,hit,1,65.37,71.11,2,2,2,2,correct,球L,3.6,-0.19,1.16,0.921,,,0.471,3.79,correct_only,1,0,0,0,,correct,correct,correct,球L,5.2,correct,球L,5.2,0.0,,0.921,,1.56
2026_08_16/s1,s1,v7,,v1_priors_off,9,球L,ball(3cm),5.02,≥2.5°,clear,0,0,schedule,1,hit,1,72.27,78.0,1,1,1,1,correct,球L,5.21,-1.02,2.78,0.884,,,0.528,6.23,correct_only,1,0,0,0,,correct,correct,correct,球L,6.23,correct,球L,6.23,0.0,,0.884,,1.58
2026_08_16/s1,s1,v7,,v1_priors_off,10,球M,ball(3cm),7.69,≥2.5°,clear,0,0,schedule,1,hit,1,79.16,84.98,6,6,6,6,correct,球M,1.25,0.66,-1.27,0.999,,,0.421,0.6,correct_only,1,0,0,0,,correct,correct,correct,球M,3.85,correct,球M,3.85,0.0,,1.0,,1.56
2026_08_16/s1,s1,v7,,v1_priors_off,11,球R,ball(3cm),5.41,≥2.5°,clear,0,0,schedule,1,hit,1,86.14,92.08,1,1,1,1,correct,球R,5.41,1.51,2.77,0.99,,,0.454,3.9,correct_only,1,0,0,0,,correct,correct,correct,球R,3.9,correct,球R,3.9,0.0,,0.99,,1.6
2026_08_16/s1,s1,v7,,v1_priors_off,12,球M,ball(3cm),7.69,≥2.5°,clear,0,0,schedule,1,hit,1,93.24,99.18,2,2,2,2,correct,球M,4.42,-1.21,1.78,1.0,,,0.329,5.63,correct_only,1,0,0,0,,correct,correct,correct,球M,6.77,correct,球M,6.77,0.0,,1.0,,1.5
2026_08_16/s1,s1,v7,,v1_priors_off,13,球R,ball(3cm),5.41,≥2.5°,clear,0,0,schedule,1,hit,1,100.34,106.28,1,1,1,1,correct,球R,5.64,-1.08,3.0,0.968,,,0.377,6.72,correct_only,1,0,0,0,,correct,correct,correct,球R,6.72,correct,球R,6.72,0.0,,0.968,,1.61
2026_08_16/s1,s1,v7,,v1_priors_off,14,球R,ball(3cm),5.41,≥2.5°,clear,0,0,schedule,1,hit,1,107.44,113.4,3,3,3,3,correct,球R,3.92,-0.95,1.26,0.947,,,0.41,4.87,correct_only,1,0,0,0,,correct,correct,correct,球R,6.61,correct,球R,6.61,0.0,,0.947,,1.62
2026_08_16/s1,s1,v7,,v1_priors_off,15,球L,ball(3cm),5.02,≥2.5°,clear,0,0,schedule,1,hit,1,114.56,120.57,1,1,1,1,correct,球L,5.74,-0.97,3.03,0.873,,,0.557,6.72,correct_only,1,0,0,0,,correct,correct,correct,球L,6.72,correct,球L,6.72,0.0,,0.873,,1.59
2026_08_16/s2,s2,v7,,v1_priors_off,1,球M,ball(3cm),4.47,≥2.5°,clear,0,0,schedule,1,hit,1,18.18,23.88,1,1,1,1,correct,球M,5.74,2.11,3.34,0.995,,,0.603,3.63,correct_only,1,0,0,0,,correct,correct,correct,球M,3.63,correct,球M,3.63,0.0,,0.995,,2.35
2026_08_16/s2,s2,v7,,v1_priors_off,2,球R,ball(3cm),2.55,≥2.5°,clear,0,0,schedule,1,hit,1,25.04,30.76,2,2,2,2,correct,球R,2.98,-0.81,0.56,0.892,,,0.657,3.79,correct_only,1,0,0,0,,correct,correct,correct,球R,6.23,correct,球R,6.23,0.0,,0.895,,2.48
2026_08_16/s2,s2,v7,,v1_priors_off,3,球M,ball(3cm),4.47,≥2.5°,clear,0,0,schedule,1,hit,1,31.92,37.72,5,5,5,5,correct,球M,1.51,0.7,-0.99,0.991,,,0.579,0.81,correct_only,1,0,0,0,,correct,correct,correct,球M,4.28,correct,球M,4.28,0.0,,0.991,,2.45
2026_08_16/s2,s2,v7,,v1_priors_off,4,球R,ball(3cm),2.55,≥2.5°,clear,0,0,schedule,1,hit,1,38.88,44.65,3,3,3,3,correct,球R,3.41,-0.93,0.94,0.831,,,0.558,4.33,correct_only,1,0,0,0,,correct,correct,correct,球R,6.23,correct,球R,6.23,0.0,,0.831,,2.49
2026_08_16/s2,s2,v7,,v1_priors_off,5,球L,ball(3cm),2.85,≥2.5°,clear,0,0,schedule,1,hit,1,45.81,51.53,3,3,3,3,correct,球L,3.44,-0.89,1.02,0.537,,,0.382,4.33,mixed,1,1,1,1,香蕉,correct,correct,correct,球L,5.8,correct,球L,5.8,0.0,0.0,0.591,0.577,2.43
2026_08_16/s2,s2,v7,,v1_priors_off,6,球R,ball(3cm),2.55,≥2.5°,clear,0,0,schedule,1,hit,1,52.69,58.39,2,2,2,2,correct,球R,4.39,-0.81,1.99,0.813,,,0.584,5.2,correct_only,1,0,0,0,,correct,correct,correct,球R,6.01,correct,球R,6.01,0.0,,0.813,,2.46
2026_08_16/s2,s2,v7,,v1_priors_off,7,球M,ball(3cm),4.47,≥2.5°,clear,0,0,schedule,1,hit,1,59.55,65.33,4,4,4,4,correct,球M,2.25,1.28,-0.23,0.968,,,0.542,0.97,mixed,1,1,1,1,香蕉,correct,correct,correct,球M,2.87,correct,球M,2.87,0.0,0.0,0.969,0.608,2.45
2026_08_16/s2,s2,v7,,v1_priors_off,8,球L,ball(3cm),2.85,≥2.5°,clear,0,0,schedule,1,hit,1,66.69,72.44,1,1,1,1,correct,球L,5.46,-0.39,3.01,0.579,,,0.417,5.85,correct_only,1,0,0,0,,correct,correct,correct,球L,5.85,correct,球L,5.85,0.0,,0.579,,2.47
2026_08_16/s2,s2,v7,,v1_priors_off,9,球R,ball(3cm),2.55,≥2.5°,clear,0,0,schedule,1,hit,1,73.6,79.28,1,1,1,1,correct,球R,5.49,2.89,3.11,0.891,,,0.608,2.6,correct_only,1,0,0,0,,correct,correct,correct,球R,2.6,correct,球R,2.6,0.0,,0.891,,2.55
2026_08_16/s2,s2,v7,,v1_priors_off,10,球R,ball(3cm),2.55,≥2.5°,clear,0,0,schedule,1,hit,1,80.44,86.23,3,3,3,3,correct,球R,2.77,-0.37,0.28,0.777,,,0.531,3.14,correct_only,1,0,0,0,,correct,correct,correct,球R,5.15,correct,球R,5.15,0.0,,0.834,,2.52
2026_08_16/s2,s2,v7,,v1_priors_off,11,球M,ball(3cm),4.47,≥2.5°,clear,0,0,schedule,1,hit,1,87.39,93.38,5,5,5,5,correct,球M,1.73,1.3,-0.96,0.938,,,0.569,0.43,correct_only,1,0,0,0,,correct,correct,correct,球M,3.52,correct,球M,3.52,0.0,,0.991,,2.39
2026_08_16/s2,s2,v7,,v1_priors_off,12,球L,ball(3cm),2.85,≥2.5°,clear,0,0,schedule,1,hit,1,94.54,100.51,3,3,3,3,correct,球L,3.72,-0.84,1.05,0.672,,,0.428,4.56,correct_only,1,0,0,0,,correct,correct,correct,球L,5.97,correct,球L,5.97,0.0,,0.672,,2.47
2026_08_16/s2,s2,v7,,v1_priors_off,13,球M,ball(3cm),4.47,≥2.5°,clear,0,0,schedule,1,hit,1,101.67,107.63,3,3,3,3,correct,球M,3.45,3.01,0.79,0.99,,,0.608,0.43,correct_only,1,0,0,0,,correct,correct,correct,球M,2.65,correct,球M,2.65,0.0,,0.99,,2.4
2026_08_16/s2,s2,v7,,v1_priors_off,14,球L,ball(3cm),2.85,≥2.5°,clear,0,0,schedule,1,hit,1,108.79,114.8,3,3,3,3,correct,球L,4.47,0.78,1.76,0.514,,,0.376,3.68,mixed,1,1,1,1,香蕉,correct,correct,correct,球L,4.55,correct,球L,4.55,0.0,0.0,0.628,0.631,2.47
2026_08_16/s2,s2,v7,,v1_priors_off,15,球L,ball(3cm),2.85,≥2.5°,clear,0,0,schedule,1,hit,1,115.96,121.97,3,3,3,3,correct,球L,2.75,1.51,0.04,0.541,,,0.393,1.25,mixed,1,1,0,1,球M,correct,correct,correct,球L,2.55,correct,球L,2.55,0.0,0.0,0.581,0.55,2.46
2026_08_16/s3,s3,v7,,v1_priors_off,1,球M,ball(3cm),3.19,≥2.5°,clear,0,0,schedule,1,hit,1,18.24,23.94,4,4,4,4,correct,球M,2.43,1.83,0.03,0.994,,,0.927,0.6,correct_only,1,0,0,0,,correct,correct,correct,球M,2.55,correct,球M,2.55,0.0,,0.994,,3.45
2026_08_16/s3,s3,v7,,v1_priors_off,2,球L,ball(3cm),2.0,1.0–2.5°,clear,0,0,schedule,1,hit,1,25.1,30.88,2,2,2,2,correct,球L,2.69,-0.83,0.21,0.813,,,0.765,3.52,correct_only,1,0,0,0,,correct,correct,correct,球L,5.69,correct,球L,5.69,0.0,,0.822,,3.35
2026_08_16/s3,s3,v7,,v1_priors_off,3,球L,ball(3cm),2.0,1.0–2.5°,clear,0,0,schedule,1,hit,1,32.04,37.86,2,2,2,2,correct,球L,5.14,1.13,2.62,0.841,,,0.785,4.01,correct_only,1,0,0,0,,correct,correct,correct,球L,4.55,correct,球L,4.55,0.0,,0.897,,3.35
2026_08_16/s3,s3,v7,,v1_priors_off,4,球M,ball(3cm),3.19,≥2.5°,clear,0,0,schedule,1,hit,1,39.02,44.84,4,4,4,4,correct,球M,1.62,1.3,-0.9,0.807,,,0.709,0.32,correct_only,1,0,0,0,,correct,correct,correct,球M,2.17,correct,球M,2.17,0.0,,0.963,,3.91
2026_08_16/s3,s3,v7,,v1_priors_off,5,球R,ball(3cm),1.53,1.0–2.5°,clear,0,0,schedule,1,hit,1,46.0,51.67,1,1,1,1,correct,球R,5.49,-0.85,3.12,0.845,,,0.808,6.34,correct_only,1,0,0,0,,correct,correct,correct,球R,6.34,correct,球R,6.34,0.0,,0.845,,3.4
2026_08_16/s3,s3,v7,,v1_priors_off,6,球R,ball(3cm),1.53,1.0–2.5°,clear,0,0,schedule,1,hit,1,52.83,58.53,1,1,1,1,correct,球R,5.63,-0.82,3.23,0.846,,,0.792,6.45,correct_only,1,0,0,0,,correct,correct,correct,球R,6.45,correct,球R,6.45,0.0,,0.846,,3.39
2026_08_16/s3,s3,v7,,v1_priors_off,7,球L,ball(3cm),2.0,1.0–2.5°,clear,0,0,schedule,1,hit,1,59.69,65.49,4,4,3,3,correct,球L,3.94,2.59,1.44,0.799,,,0.739,1.35,correct_only,1,0,0,0,,correct,correct,correct,球L,2.54,correct,球L,2.54,0.0,0.0,0.799,0.359,3.34
2026_08_16/s3,s3,v7,,v1_priors_off,8,球L,ball(3cm),2.0,1.0–2.5°,clear,0,0,schedule,1,hit,1,66.69,72.43,1,1,1,1,correct,球L,5.56,-0.39,3.12,0.844,,,0.781,5.96,correct_only,1,0,0,0,,correct,correct,correct,球L,5.96,correct,球L,5.96,0.0,,0.844,,3.35
2026_08_16/s3,s3,v7,,v1_priors_off,9,球M,ball(3cm),3.19,≥2.5°,clear,0,0,schedule,1,hit,1,73.59,79.32,3,3,3,3,correct,球M,2.63,-0.99,0.2,0.863,,,0.66,3.63,correct_only,1,0,0,0,,correct,correct,correct,球M,6.39,correct,球M,6.39,0.0,,0.937,,3.4
2026_08_16/s3,s3,v7,,v1_priors_off,10,球R,ball(3cm),1.53,1.0–2.5°,clear,0,0,schedule,1,hit,1,80.48,86.27,3,3,2,2,wrong,球M,3.46,2.49,0.97,0.758,,,0.803,0.97,mixed,1,1,1,0,球M,wrong,wrong,wrong,球M,0.97,wrong,球M,0.97,0.0,0.0,0.745,0.758,3.4
2026_08_16/s3,s3,v7,,v1_priors_off,11,球L,ball(3cm),2.0,1.0–2.5°,clear,0,0,schedule,1,hit,1,87.43,93.42,2,2,2,2,correct,球L,4.43,0.69,1.74,0.734,,,0.671,3.74,correct_only,1,0,0,0,,correct,correct,correct,球L,5.04,correct,球L,5.04,0.0,,0.758,,3.35
2026_08_16/s3,s3,v7,,v1_priors_off,12,球M,ball(3cm),3.19,≥2.5°,clear,0,0,schedule,1,hit,1,94.58,100.52,2,2,2,2,correct,球M,2.66,1.79,0.02,0.958,,,0.808,0.87,correct_only,1,0,0,0,,correct,correct,correct,球M,1.95,correct,球M,1.95,0.0,,0.962,,4.0
2026_08_16/s3,s3,v7,,v1_priors_off,13,球R,ball(3cm),1.53,1.0–2.5°,clear,0,0,schedule,1,hit,1,101.68,107.62,2,2,2,2,correct,球R,5.02,-0.78,2.38,0.873,,,0.82,5.8,correct_only,1,0,0,0,,correct,correct,correct,球R,6.34,correct,球R,6.34,0.0,,0.945,,3.38
2026_08_16/s3,s3,v7,,v1_priors_off,14,球M,ball(3cm),3.19,≥2.5°,clear,0,0,schedule,1,hit,1,108.78,114.79,3,3,3,3,correct,球M,1.85,1.15,-0.86,0.943,,,0.843,0.7,mixed,1,1,1,1,球L,correct,correct,correct,球M,1.73,correct,球M,1.73,0.0,0.0,0.943,0.686,3.39
2026_08_16/s3,s3,v7,,v1_priors_off,15,球R,ball(3cm),1.53,1.0–2.5°,clear,0,0,schedule,1,hit,1,115.95,121.92,1,1,1,1,correct,球R,6.47,-0.63,3.8,0.827,,,0.744,7.1,correct_only,1,0,0,0,,correct,correct,correct,球R,7.1,correct,球R,7.1,0.0,,0.827,,3.38
2026_08_16/s4,s4,v8,,v1_priors_off,1,球L,ball(3cm),1.67,1.0–2.5°,clear,0,0,schedule,1,hit,1,15.68,21.4,2,2,2,2,correct,球L,3.95,2.44,1.53,0.929,,,0.906,1.52,correct_only,1,0,0,0,,correct,correct,correct,球L,4.17,correct,球L,4.17,0.0,,0.929,,3.81
2026_08_16/s4,s4,v8,,v1_priors_off,2,球L,ball(3cm),1.67,1.0–2.5°,clear,0,0,schedule,1,hit,1,22.56,28.34,2,2,2,2,correct,球L,2.12,0.06,-0.36,0.979,,,0.951,2.06,correct_only,1,0,0,0,,correct,correct,correct,球L,6.12,correct,球L,6.12,0.0,,0.979,,3.83
2026_08_16/s4,s4,v8,,v1_priors_off,3,球M,ball(3cm),2.82,≥2.5°,clear,0,0,schedule,1,hit,1,29.5,35.29,6,6,6,6,wrong,球L,0.85,0.25,-1.64,0.81,,,0.744,0.6,mixed,1,1,1,0,球L,wrong,wrong,wrong,球L,1.62,wrong,球L,1.62,0.0,0.0,0.852,0.923,3.81
2026_08_16/s4,s4,v8,,v1_priors_off,4,球R,ball(3cm),1.28,1.0–2.5°,clear,0,0,schedule,1,hit,1,36.45,42.22,5,5,5,5,wrong,球M,1.24,0.54,-1.23,0.78,,,0.928,0.7,mixed,1,1,1,0,球M,wrong,wrong,correct,球R,7.53,correct,球R,7.53,0.0,0.0,0.902,0.88,3.89
2026_08_16/s4,s4,v8,,v1_priors_off,5,球R,ball(3cm),1.28,1.0–2.5°,clear,0,0,schedule,1,hit,1,43.38,49.06,3,3,3,3,correct,球R,3.43,-1.77,1.05,0.902,,,0.925,5.2,correct_only,1,0,0,0,,correct,correct,correct,球R,6.72,correct,球R,6.72,0.0,,0.905,,3.83
2026_08_16/s4,s4,v8,,v1_priors_off,6,球M,ball(3cm),2.82,≥2.5°,clear,0,0,schedule,1,hit,1,50.22,55.97,5,5,5,5,wrong,球R,1.26,0.67,-1.19,0.745,,,0.814,0.6,mixed,1,1,1,0,球R,wrong,wrong,correct,球M,1.41,correct,球M,1.41,0.0,0.0,0.96,0.745,3.87
2026_08_16/s4,s4,v8,,v1_priors_off,7,球M,ball(3cm),2.82,≥2.5°,clear,0,0,schedule,1,hit,1,57.13,62.9,4,4,4,4,correct,球M,1.75,1.48,-0.72,0.826,,,0.767,0.27,correct_only,1,0,0,0,,correct,correct,correct,球M,1.57,correct,球M,1.57,0.0,,0.893,,3.9
2026_08_16/s4,s4,v8,,v1_priors_off,8,球L,ball(3cm),1.67,1.0–2.5°,clear,0,0,schedule,1,hit,1,72.63,78.38,3,3,3,3,wrong,球M,0.46,0.05,-1.99,0.866,,,0.761,0.41,mixed,1,1,1,0,球M,wrong,wrong,correct,球L,2.04,correct,球L,2.04,0.0,0.0,0.844,0.866,3.79
2026_08_16/s4,s4,v8,,v1_priors_off,9,球R,ball(3cm),1.28,1.0–2.5°,clear,0,0,schedule,1,hit,1,79.54,85.21,4,4,4,4,wrong,球L,0.57,0.11,-1.8,0.873,,,0.903,0.47,mixed,1,1,1,0,球L,wrong,wrong,correct,球R,2.45,correct,球R,2.45,0.0,0.0,0.856,0.873,3.79
2026_08_16/s4,s4,v8,,v1_priors_off,10,球M,ball(3cm),2.82,≥2.5°,clear,0,0,schedule,1,miss,1,86.37,92.19,3,3,3,3,wrong,球R,1.12,0.6,-1.4,0.966,,,0.942,0.52,wrong_only,0,1,0,0,球R,wrong,wrong,wrong,球R,1.22,wrong,球R,1.22,,0.0,,0.966,3.81
